# 
# MJD-BEG =    57139.09597163194 / Beginning of the first exposure in MJD        
# MJD-END =    57213.94425429398 / End of the last exposure in MJD               
# RA_TARG =            133.69721 / [deg] Right Ascension                         
# DEC_TARG=            11.156498 / [deg] Declination                             
# EQUINOX =               2000.0 / equinox of celestial coordinate system        
# RADESYS = 'FK5     '           / celestial coordinates system                  
# TARGNAME= 'm67-ch-14-id-007230' / Asiago Input Catalog source identifier
# TELESCOP= 'Kepler  '                                                           
# INSTRUME= 'Kepler Photometer'                                                  
# CHANNEL =                 14.0 / Kepler CCD channel                            
# CAMPAIGN=                    5 / Observing campaign number
# XPOSURE =               1800.0                                                 
# FILTER  = 'Kepler  '           / Photometric bandpass filter                   
# KPMAG   =              10.3093 / [mag] Instrumental Kepler magnitude           
# JMAG    =                7.951 / [mag] 2MASS J magnitude                       
# HMAG    =                 7.43 / [mag] 2MASS H magnitude                       
# KMAG    =                7.278 / [mag] 2MASS K magnitude                       
# HLSPID  = 'PSFK2   '                                                           
# HLSNAME = 'PSFK2: A PSF-based approach to Kepler/K2 data' / Project title      
# REFERENC= '10.1093/mnras/stw2169' / DOI for the paper                          
# 
# 
# 
# COLUMN INFO 
# 
# TIME  = Time in BJD
# AP1C = Detrended K2 magnitude obtained with 1-pixel aperture photometry
# AP1R = Raw K2 magnitude obtained with 1-pixel aperture photometry
# AP2C = Detrended K2 magnitude obtained with 2.5-pixel aperture photometry
# AP2R = Raw K2 magnitude obtained with 2.5-pixel aperture photometry
# AP3C = Detrended K2 magnitude obtained with 3.5-pixel aperture photometry
# AP3R = Raw K2 magnitude obtained with 3.5-pixel aperture photometry
# AP4C = Detrended K2 magnitude obtained with 4.5-pixel aperture photometry
# AP4R = Raw K2 magnitude obtained with 4.5-pixel aperture photometry
# PSFC = Detrended K2 magnitude obtained with PSF-fitting photometry
# PSFR = Raw K2 magnitude obtained with PSF-fitting aperture photometry
# XPOS = x position in the K2 image (in Kepler pixel)
# YPOS = y position in the K2 image (in Kepler pixel)
# 
# 
# 
#       TIME            AP1C             AP1R             AP2C             AP2R             AP3C             AP3R              AP4C              AP4R             PSFC             PSFR               XPOS              YPOS
# 
 2457140.550904251   -14.18949015     -14.35305405     -15.42783952     -15.44050312     -15.56058071     -15.56928730       -0.00000000       -0.00000000     -14.78728866     -15.01848125        457.7093          966.6333
 2457140.571341609   -14.19579107     -14.36374474     -15.42464937     -15.43990993     -15.56041196     -15.57007885       -0.00000000       -0.00000000     -14.77789511     -15.02055931        457.6840          966.6174
 2457140.591776429   -14.19280875     -14.35921478     -15.42301973     -15.43841934     -15.56061974     -15.57030582       -0.00000000       -0.00000000     -14.77671210     -15.01941299        457.6558          966.6130
 2457140.612205024   -14.21512194     -14.37814808     -15.42249572     -15.43889618     -15.56110807     -15.57070160       -0.00000000       -0.00000000     -14.76912544     -15.01884937        457.6397          966.6053
 2457140.632632614   -14.27081086     -14.38168907     -15.42466975     -15.43678474     -15.56582189     -15.57060146       -0.00000000       -0.00000000     -14.79499095     -15.01882553        457.6249          966.5911
 2457140.653069328   -14.27033794     -14.38788223     -15.42555554     -15.43761635     -15.56588275     -15.57075310       -0.00000000       -0.00000000     -14.79517721     -15.01834869        457.6120          966.5917
 2457140.673505008   -14.27135848     -14.38323212     -15.42409108     -15.43717575     -15.56605056     -15.57080078       -0.00000000       -0.00000000     -14.79069935     -15.01686573        457.6022          966.5846
 2457140.693934528   -14.28450394     -14.39039612     -15.42502820     -15.43784332     -15.56611874     -15.57086945       -0.00000000       -0.00000000     -14.79201590     -15.01694489        457.5892          966.5797
 2457140.714361726   -14.27450196     -14.39009666     -15.42384594     -15.43730545     -15.56536815     -15.57094955       -0.00000000       -0.00000000     -14.78668521     -15.01725960        457.5822          966.5767
 2457140.734796591   -14.27975587     -14.38549137     -15.42443778     -15.43707943     -15.56634176     -15.57103920       -0.00000000       -0.00000000     -14.79500926     -15.01774025        457.5713          966.5719
 2457140.755233636   -14.27459073     -14.38156223     -15.42307153     -15.43628311     -15.56587176     -15.57118893       -0.00000000       -0.00000000     -14.78933354     -15.01708412        457.5601          966.5653
 2457140.775663704   -14.28109671     -14.39356709     -15.42412084     -15.43435287     -15.56595263     -15.57109070       -0.00000000       -0.00000000     -14.78920078     -15.01534939        457.5497          966.5562
 2457140.796091647   -14.29177424     -14.39465714     -15.42048793     -15.43200493     -15.56608894     -15.57089233       -0.00000000       -0.00000000     -14.78970453     -15.01470470        457.5415          966.5496
 2457140.816525239   -14.25933277     -14.39099216     -15.42263521     -15.43233299     -15.56507584     -15.57099724       -0.00000000       -0.00000000     -14.78510119     -15.01441193        457.5253          966.5407
 2457140.836961861   -14.28161959     -14.39419746     -15.42616566     -15.43331718     -15.56668075     -15.57113171      -15.59500023      -15.59284019     -14.79758259     -15.01506424        457.5164          966.5372
 2457140.857394012   -14.27416636     -14.40788746     -15.42328632     -15.43402863     -15.56546027     -15.57121468      -15.59477462      -15.59291267     -14.79045811     -15.01545334        457.5058          966.5352
 2457140.877821669   -14.27351552     -14.40423965     -15.42198583     -15.43307304     -15.56549969     -15.57126617      -15.59511269      -15.59296036     -14.79117256     -15.01567459        457.5004          966.5334
 2457140.898252643   -14.27664999     -14.40383339     -15.42309384     -15.43333912     -15.56557785     -15.57121086      -15.59495123      -15.59301186     -14.79335711     -15.01635361        457.4933          966.5317
 2457140.918690021   -14.28474030     -14.40255737     -15.42345450     -15.43479347     -15.56598091     -15.57132530      -15.59504487      -15.59316063     -14.80198858     -15.01641464        457.4798          966.5254
 2457140.939123810   -14.28890172     -14.40094185     -15.42197096     -15.43526173     -15.56461912     -15.57150936      -15.59512257      -15.59330082     -14.78232376     -15.01021862        457.4639          966.5059
 2457140.959551136   -14.27824793     -14.38298130     -15.42199490     -15.43460846     -15.56548738     -15.57141113      -15.59477409      -15.59334373     -14.79454311     -15.00605488        457.4543          966.4961
 2457140.979980445   -14.26904155     -14.36993027     -15.42129475     -15.43487358     -15.56543398     -15.57139778      -15.59516563      -15.59333420     -14.79108031     -15.00272274        457.4500          966.4948
 2457141.000418413   -14.27227356     -14.37147999     -15.42360069     -15.43468857     -15.56648261     -15.57135391      -15.59498885      -15.59334564     -14.79666321     -15.00321007        457.4480          966.4941
 2457141.020852531   -14.27364471     -14.37200356     -15.42275993     -15.43539619     -15.56590265     -15.57142735      -15.59506995      -15.59339428     -14.79016389     -15.00105953        457.4420          966.4924
 2457141.041281199   -14.26680732     -14.36947441     -15.42124047     -15.43594742     -15.56460945     -15.57153893      -15.59502634      -15.59350967     -14.78672456     -14.99678040        457.4337          966.4863
 2457141.061708852   -14.26667975     -14.36665630     -15.42077570     -15.43617821     -15.56450907     -15.57152939      -15.59498235      -15.59358501     -14.78243258     -14.99373817        457.4283          966.4797
 2457141.082145577   -14.27740266     -14.37291050     -15.42197565     -15.43560886     -15.56516539     -15.57131767      -15.59510558      -15.59358978     -14.78709634     -14.99286842        457.4256          966.4756
 2457141.102581693   -14.27013705     -14.37100887     -15.42142729     -15.43557262     -15.56480626     -15.57130718      -15.59539197      -15.59348011     -14.78373116     -14.99412441        457.4320          966.4809
 2457141.123009733   -14.27120793     -14.37036324     -15.42071330     -15.43566704     -15.56442976     -15.57128429      -15.59496724      -15.59349823     -14.78186608     -14.99359035        457.4313          966.4807
 2457141.143437338   -14.26874949     -14.36968422     -15.42043047     -15.43590927     -15.56436625     -15.57135201      -15.59545167      -15.59355164     -14.77874421     -14.99377441        457.4294          966.4798
 2457141.163873168   -14.26882021     -14.36508560     -15.42196075     -15.43608761     -15.56511476     -15.57129288      -15.59506549      -15.59352112     -14.78062238     -14.99199772        457.4267          966.4798
 2457141.184309683   -14.27175607     -14.35831928     -15.42344292     -15.43598175     -15.56596424     -15.57135773      -15.59517077      -15.59356880     -14.78669501     -14.98865604        457.4140          966.4706
 2457141.204739524   -14.27665621     -14.35680008     -15.42294476     -15.43809700     -15.56583179     -15.57164764      -15.59517396      -15.59364319     -14.78794273     -14.98586178        457.4022          966.4689
 2457141.225168266   -14.27387941     -14.35045433     -15.42360088     -15.44054031     -15.56556383     -15.57177925      -15.59509718      -15.59375000     -14.78477470     -14.98248005        457.3940          966.4674
 2457141.245600958   -14.27526194     -14.34471893     -15.42400462     -15.44123554     -15.56642882     -15.57180214      -15.59546900      -15.59374046     -14.78704935     -14.98037434        457.3880          966.4673
 2457141.266037721   -14.27477173     -14.33829212     -15.42564310     -15.44252872     -15.56693879     -15.57205677      -15.59513433      -15.59378529     -14.78800605     -14.97846699        457.3760          966.4652
 2457141.286470417   -14.27260777     -14.32973766     -15.42489349     -15.44211864     -15.56591566     -15.57179832      -15.59542447      -15.59378815     -14.78070402     -14.97537994        457.3741          966.4580
 2457141.306897260   -14.26047081     -14.32312107     -15.42457282     -15.44211769     -15.56518787     -15.57177448      -15.59562788      -15.59382343     -14.78074238     -14.97526932        457.3644          966.4534
 2457141.327329092   -14.26971600     -14.32750607     -15.42415704     -15.44341183     -15.56481958     -15.57192612      -15.59540512      -15.59381676     -14.77725269     -14.97262478        457.3586          966.4544
 2457141.347766634   -14.27241373     -14.32159424     -15.42191487     -15.44036007     -15.56510509     -15.57185936      -15.59536319      -15.59395695     -14.78153856     -14.96972275        457.3554          966.4514
 2457141.368198908   -14.26847061     -14.31750202     -15.42031178     -15.43899059     -15.56450114     -15.57165146      -15.59513936      -15.59390450     -14.77488333     -14.96600628        457.3553          966.4475
 2457141.388626784   -14.27376834     -14.31150341     -15.42171279     -15.43886089     -15.56621341     -15.57157040      -15.59529517      -15.59389591     -14.78579100     -14.96747780        457.3537          966.4493
 2457141.409056898   -14.28703620     -14.32980347     -15.42567192     -15.44369125     -15.56676072     -15.57193851      -15.59501044      -15.59383392     -14.79041285     -14.97420120        457.3553          966.4577
 2457141.429494220   -14.27369408     -14.31007004     -15.42241115     -15.43854141     -15.56594818     -15.57151318      -15.59494275      -15.59389687     -14.78428048     -14.96483040        457.3519          966.4476
 2457141.449928487   -14.27398577     -14.29483891     -15.42338321     -15.43857574     -15.56592908     -15.57176781      -15.59546986      -15.59411907     -14.78478368     -14.95445061        457.3354          966.4382
 2457141.470357402   -14.27260821     -14.29293251     -15.42370875     -15.43893242     -15.56610579     -15.57198429      -15.59521859      -15.59416580     -14.77947512     -14.95053768        457.3328          966.4381
 2457141.490784809   -14.27533635     -14.29033756     -15.42356861     -15.43835545     -15.56637279     -15.57208157      -15.59528595      -15.59422493     -14.78047243     -14.94464302        457.3137          966.4301
 2457141.531657034   -14.26288008     -14.39809799     -15.41856227     -15.43534088     -15.56220640     -15.56994247       -0.00000000       -0.00000000     -14.75001249     -15.02273464        457.5333          966.5844
 2457141.552085604   -14.25351132     -14.38623428     -15.42709303     -15.43235970     -15.56564868     -15.56944275       -0.00000000       -0.00000000     -14.77299261     -15.01899529        457.5292          966.5562
 2457141.572513879   -14.26297675     -14.38290977     -15.42609308     -15.43106079     -15.56624665     -15.56931591       -0.00000000       -0.00000000     -14.77508882     -15.01749992        457.5195          966.5504
 2457141.592949732   -14.27284660     -14.39912033     -15.42196389     -15.43079758     -15.56616087     -15.56944656      -15.59520547      -15.59257317     -14.77629374     -15.01624870        457.5077          966.5385
 2457141.613385543   -14.27163403     -14.39954185     -15.42074322     -15.42960262     -15.56484192     -15.56943989      -15.59526516      -15.59265709     -14.76803946     -15.01218414        457.4988          966.5309
 2457141.633815669   -14.28450792     -14.39550018     -15.42262250     -15.43096352     -15.56661021     -15.56973934      -15.59502784      -15.59281349     -14.78056226     -15.01063824        457.4780          966.5268
 2457141.654242341   -14.27483522     -14.38081264     -15.42305859     -15.43459892     -15.56599110     -15.57039452      -15.59546996      -15.59299088     -14.77446195     -15.00703335        457.4613          966.5260
 2457141.674677135   -14.27541288     -14.36428547     -15.42451103     -15.43421364     -15.56740007     -15.57048893      -15.59574047      -15.59306526     -14.78833738     -15.00203037        457.4413          966.5140
 2457141.695114214   -14.27737726     -14.36757469     -15.42457962     -15.43513489     -15.56679012     -15.57059383      -15.59541445      -15.59312820     -14.78014437     -14.99510002        457.4302          966.5015
 2457141.715545313   -14.27723248     -14.36294556     -15.42241860     -15.43436527     -15.56581754     -15.57042694      -15.59512027      -15.59329796     -14.77130438     -14.98772526        457.4214          966.4829
 2457141.735972734   -14.28164573     -14.35439587     -15.42666329     -15.43881989     -15.56748081     -15.57105255      -15.59554852      -15.59341049     -14.78719277     -14.98511505        457.4007          966.4837
 2457141.756405964   -14.26553653     -14.34303188     -15.42079989     -15.43847942     -15.56453908     -15.57070160      -15.59486028      -15.59346771     -14.76795810     -14.97863770        457.3899          966.4695
 2457141.776842616   -14.27125237     -14.33083344     -15.42251803     -15.44071674     -15.56590604     -15.57107544      -15.59494147      -15.59353256     -14.77174651     -14.97455502        457.3722          966.4636
 2457141.797275139   -14.28395101     -14.32401466     -15.42572217     -15.44214725     -15.56645978     -15.57121658      -15.59545504      -15.59369278     -14.77767852     -14.96669388        457.3556          966.4547
 2457141.817702385   -14.26939907     -14.29169083     -15.42383797     -15.43892479     -15.56629074     -15.57116127      -15.59526689      -15.59380341     -14.78287239     -14.95673275        457.3301          966.4455
