hip,ra,dec,radeg,decdeg
505,00 06 03.39,+63 40 46.8,1.514,63.68
506,00 06 03.51,+53 16 36.9,1.515,53.277
507,00 06 04.17,-84 05 53.5,1.517,-84.098
508,00 06 04.26,+40 25 06.7,1.518,40.419
509,00 06 05.20,-31 26 39.6,1.522,-31.444
510,00 06 08.02,+09 42 53.9,1.533,9.715
511,00 06 08.04,+00 07 17.2,1.534,0.121
512,00 06 09.06,-29 09 05.0,1.538,-29.151
513,00 06 11.39,+87 53 21.8,1.547,87.889
514,00 06 11.74,-23 32 18.8,1.549,-23.539
515,00 06 13.16,-01 53 13.4,1.555,-1.887
516,00 06 14.19,-32 48 58.9,1.559,-32.816
517,00 06 15.31,-55 29 55.3,1.564,-55.499
518,00 06 15.54,+58 26 12.1,1.565,58.437
519,00 06 16.80,-64 14 25.9,1.57,-64.241
520,00 06 16.93,-10 46 42.5,1.571,-10.778
521,00 06 18.66,-01 14 16.9,1.578,-1.238
522,00 06 18.66,-49 04 30.3,1.578,-49.075
523,00 06 18.90,-65 50 21.1,1.579,-65.839
524,00 06 19.92,-12 01 01.9,1.583,-12.017
525,00 06 20.14,+40 53 55.4,1.584,40.899
526,00 06 20.18,+60 27 25.6,1.584,60.457
527,00 06 20.77,+68 38 10.0,1.587,68.636
528,00 06 21.82,-24 36 09.2,1.591,-24.603
529,00 06 24.96,-18 02 17.7,1.604,-18.038
530,00 06 25.96,+42 45 09.9,1.608,42.753
531,00 06 26.53,+64 11 46.2,1.611,64.196
532,00 06 26.86,-74 24 04.0,1.612,-74.401
533,00 06 27.09,-16 44 15.4,1.613,-16.738
534,00 06 27.51,-52 55 59.3,1.615,-52.933
535,00 06 28.43,-43 37 39.8,1.618,-43.628
536,00 06 29.27,+27 05 24.5,1.622,27.09
537,00 06 31.32,-21 30 04.6,1.631,-21.501
538,00 06 31.68,+05 49 31.1,1.632,5.825
539,00 06 33.96,+43 46 56.2,1.641,43.782
540,00 06 35.55,+28 33 12.4,1.648,28.553
541,00 06 35.64,-47 35 05.1,1.649,-47.585
542,00 06 35.88,+56 30 52.2,1.649,56.514
543,00 06 36.17,-25 17 44.4,1.651,-25.296
544,00 06 36.53,+29 01 19.0,1.652,29.022
545,00 06 38.48,+33 39 15.4,1.66,33.654
546,00 06 38.84,-36 05 04.8,1.662,-36.085
547,00 06 39.61,-24 37 14.4,1.665,-24.621
548,00 06 40.07,+70 10 09.4,1.667,70.169
549,00 06 40.97,+65 35 15.7,1.671,65.588
550,00 06 41.84,+56 19 28.8,1.674,56.325
551,00 06 43.83,+08 39 26.4,1.683,8.657
552,00 06 45.29,-06 15 40.7,1.689,-6.261
553,00 06 45.65,-21 05 29.3,1.69,-21.091
554,00 06 46.33,-13 44 55.3,1.693,-13.749
555,00 06 46.60,+10 04 08.4,1.694,10.069
556,00 06 46.94,-04 20 59.3,1.696,-4.35
557,00 06 46.98,+23 29 37.7,1.696,23.494
558,00 06 47.22,-70 35 22.0,1.697,-70.589
559,00 06 47.96,+44 36 46.2,1.7,44.613
560,00 06 50.02,-23 06 26.7,1.708,-23.107
561,00 06 50.31,+68 10 01.7,1.71,68.167
562,00 06 50.63,+20 33 35.1,1.711,20.56
563,00 06 50.68,+31 07 49.6,1.711,31.13
564,00 06 51.31,-45 51 50.2,1.714,-45.864
565,00 06 52.32,+01 51 39.6,1.718,1.861
566,00 06 52.37,+49 22 55.6,1.718,49.382
567,00 06 53.30,-38 52 39.7,1.722,-38.878
568,00 06 53.37,-55 09 38.9,1.722,-55.161
569,00 06 53.95,-03 37 32.6,1.725,-3.626
570,00 06 55.38,-30 36 30.6,1.731,-30.609
571,00 06 55.74,-30 36 11.1,1.732,-30.603
572,00 06 56.14,+38 12 09.4,1.734,38.203
573,00 06 56.30,-43 59 07.0,1.735,-43.985
574,00 06 59.50,-40 24 50.4,1.748,-40.414
575,00 06 59.57,+65 32 19.4,1.748,65.539
576,00 06 59.68,+53 58 29.5,1.749,53.975
577,00 07 00.54,+32 52 13.0,1.752,32.87
578,00 07 01.99,+22 50 40.2,1.758,22.845
579,00 07 02.43,+05 17 16.9,1.76,5.288
580,00 07 02.57,-18 49 14.7,1.761,-18.821
581,00 07 04.16,+06 52 32.2,1.767,6.876
582,00 07 05.48,+62 23 33.8,1.773,62.393
583,00 07 06.12,+85 24 17.5,1.776,85.405
584,00 07 07.57,-15 51 00.3,1.782,-15.85
585,00 07 07.79,-30 33 41.7,1.782,-30.562
586,00 07 08.01,-23 02 10.1,1.783,-23.036
587,00 07 08.26,-37 55 44.9,1.784,-37.929
588,00 07 08.32,+14 49 25.5,1.785,14.824
589,00 07 09.06,+72 46 30.8,1.788,72.775
590,00 07 10.18,+34 51 13.7,1.792,34.854
591,00 07 11.02,+46 45 25.3,1.796,46.757
592,00 07 11.40,+65 39 13.6,1.798,65.654
593,00 07 12.59,+06 12 15.6,1.802,6.204
594,00 07 12.67,-60 04 14.9,1.803,-60.071
595,00 07 12.78,-22 01 39.6,1.803,-22.028
596,00 07 13.29,-76 43 51.3,1.805,-76.731
597,00 07 13.71,+73 12 37.1,1.807,73.21
598,00 07 14.46,+20 33 20.6,1.81,20.556
599,00 07 15.43,-41 53 22.6,1.814,-41.89
600,00 07 16.64,-27 23 52.0,1.819,-27.398
601,00 07 18.15,+20 57 56.2,1.826,20.966
602,00 07 18.27,-17 23 13.3,1.826,-17.387
603,00 07 18.39,+07 42 12.9,1.827,7.704
604,00 07 19.49,+01 39 54.3,1.831,1.665
605,00 07 22.04,-56 50 12.7,1.842,-56.837
606,00 07 22.41,-25 21 22.8,1.843,-25.356
607,00 07 22.48,+26 27 03.2,1.844,26.451
608,00 07 22.90,-11 02 00.1,1.845,-11.033
609,00 07 23.23,-11 36 46.5,1.847,-11.613
∗610,00 07 25.90,-77 29 39.0,1.858,-77.494
∗611,00 07 25.27,-40 28 46.5,1.855,-40.48
612,00 07 28.06,-56 00 41.6,1.867,-56.012
613,00 07 29.26,+17 18 09.9,1.872,17.303
614,00 07 31.23,+35 44 44.7,1.88,35.746
615,00 07 31.29,+24 19 16.4,1.88,24.321
616,00 07 32.34,-23 49 08.2,1.885,-23.819
617,00 07 32.79,+32 00 31.6,1.887,32.009
618,00 07 34.70,-60 38 30.2,1.895,-60.642
619,00 07 35.18,+31 40 08.6,1.897,31.669
∗620,00 07 36.78,-86 02 19.6,1.903,-86.039
∗621,00 07 36.58,-62 18 54.3,1.902,-62.315
∗622,00 07 37.42,+52 46 22.8,1.906,52.773
∗623,00 07 37.42,+53 31 35.5,1.906,53.527
∗624,00 07 37.41,-45 07 09.5,1.906,-45.119
625,00 07 37.68,+40 04 42.7,1.907,40.079
626,00 07 37.94,+40 08 52.8,1.908,40.148
627,00 07 39.11,-66 53 43.4,1.913,-66.895
628,00 07 40.01,+01 05 39.3,1.917,1.094
629,00 07 40.19,-07 55 16.7,1.917,-7.921
630,00 07 40.51,+39 02 05.7,1.919,39.035
631,00 07 40.92,-65 55 56.2,1.921,-65.932
632,00 07 40.98,-56 14 58.4,1.921,-56.25
633,00 07 42.61,-46 32 40.8,1.928,-46.545
634,00 07 43.10,+37 11 07.7,1.93,37.185
635,00 07 44.10,-02 32 55.3,1.934,-2.549
636,00 07 46.86,-22 30 30.5,1.945,-22.508
637,00 07 47.80,-05 29 09.6,1.949,-5.486
638,00 07 48.13,+21 44 44.3,1.951,21.746
639,00 07 48.39,-11 07 44.6,1.952,-11.129
640,00 07 50.99,+38 43 18.4,1.962,38.722
641,00 07 51.88,+55 34 37.3,1.966,55.577
642,00 07 53.11,-04 51 17.6,1.971,-4.855
643,00 07 54.70,-42 09 13.9,1.978,-42.154
644,00 07 54.91,-51 15 28.3,1.979,-51.258
645,00 07 59.18,-14 13 36.2,1.997,-14.227
∗646,00 07 59.34,-18 41 04.9,1.997,-18.685
∗647,00 07 59.32,-78 12 39.5,1.997,-78.211
∗648,00 08 00.35,-78 35 55.5,2.001,-78.599
∗649,00 08 00.25,-07 32 41.2,2.001,-7.545
650,00 08 00.76,+29 50 15.0,2.003,29.837
651,00 08 00.79,-39 36 43.5,2.003,-39.612
652,00 08 01.73,+31 23 28.4,2.007,31.391
653,00 08 01.89,-30 01 54.1,2.008,-30.032
654,00 08 02.05,-45 22 55.7,2.009,-45.382
655,00 08 03.52,-33 31 45.6,2.015,-33.529
656,00 08 04.62,+53 47 47.0,2.019,53.796
657,00 08 05.02,-29 24 58.9,2.021,-29.416
658,00 08 05.81,+04 55 38.4,2.024,4.927
659,00 08 09.57,+31 22 44.4,2.04,31.379
660,00 08 10.00,+71 09 34.2,2.042,71.16
661,00 08 11.72,-59 03 47.1,2.049,-59.063
∗662,00 08 11.97,-70 03 21.0,2.05,-70.056
∗663,00 08 11.94,-38 16 51.8,2.05,-38.281
664,00 08 12.09,-02 26 51.7,2.05,-2.448
665,00 08 13.16,-43 38 48.1,2.055,-43.647
666,00 08 13.62,-49 43 18.6,2.057,-49.722
667,00 08 13.67,+29 43 56.4,2.057,29.732
668,00 08 14.66,+42 13 24.4,2.061,42.223
669,00 08 16.37,-14 49 28.1,2.068,-14.824
670,00 08 16.95,+34 29 43.0,2.071,34.495
671,00 08 17.55,-08 49 26.5,2.073,-8.824
673,00 08 18.61,-32 42 03.0,2.078,-32.701
674,00 08 21.05,-42 56 37.2,2.088,-42.944
675,00 08 22.13,+03 26 26.6,2.092,3.441
676,00 08 22.57,+21 55 27.5,2.094,21.924
∗677,00 08 23.17,+29 05 27.0,2.097,29.091
∗678,00 08 23.14,-19 13 26.7,2.096,-19.224
679,00 08 24.27,+50 14 43.3,2.101,50.245
680,00 08 24.82,-57 11 42.3,2.103,-57.195
681,00 08 25.31,-51 24 02.7,2.105,-51.401
682,00 08 25.69,+06 37 00.5,2.107,6.617
683,00 08 26.04,+41 57 28.8,2.108,41.958
684,00 08 26.47,-44 16 25.1,2.11,-44.274
685,00 08 26.89,-53 26 35.5,2.112,-53.443
686,00 08 27.09,-30 04 06.8,2.113,-30.069
687,00 08 27.34,+17 25 28.0,2.114,17.424
688,00 08 27.63,-24 05 37.5,2.115,-24.094
689,00 08 28.39,+34 56 04.3,2.118,34.935
690,00 08 29.78,-66 30 50.9,2.124,-66.514
691,00 08 30.12,+52 20 11.1,2.126,52.336
692,00 08 30.86,-06 47 31.8,2.129,-6.792
693,00 08 31.26,+20 16 02.5,2.13,20.267
694,00 08 31.51,+11 10 17.5,2.131,11.172
695,00 08 32.87,+63 12 14.6,2.137,63.204
696,00 08 33.49,-17 34 40.9,2.14,-17.578
697,00 08 35.31,+53 15 14.8,2.147,53.254
698,00 08 38.78,-74 14 18.3,2.162,-74.238
699,00 08 41.02,+36 37 38.7,2.171,36.627
700,00 08 43.09,-02 13 21.3,2.18,-2.223
701,00 08 43.94,+74 12 53.0,2.183,74.215
702,00 08 44.96,-52 19 40.6,2.187,-52.328
∗703,00 08 46.15,-86 11 18.6,2.192,-86.189
∗704,00 08 45.86,+14 08 31.4,2.191,14.142
∗705,00 08 47.38,+86 47 16.4,2.197,86.788
∗706,00 08 46.18,-34 47 39.8,2.192,-34.794
∗707,00 08 46.75,-66 45 34.1,2.195,-66.759
∗708,00 08 46.83,-36 44 38.7,2.195,-36.744
709,00 08 48.41,-47 03 38.4,2.202,-47.061
710,00 08 48.74,+08 01 18.3,2.203,8.022
711,00 08 49.12,-07 53 49.4,2.205,-7.897
712,00 08 49.90,+40 50 27.8,2.208,40.841
713,00 08 49.90,-60 15 52.3,2.208,-60.265
714,00 08 50.00,+40 29 40.4,2.208,40.495
715,00 08 51.84,-25 32 52.1,2.216,-25.548
716,00 08 52.07,+25 27 46.3,2.217,25.463
717,00 08 52.24,+00 41 32.8,2.218,0.692
718,00 08 52.90,-42 55 05.6,2.22,-42.918
719,00 08 53.00,-35 49 08.5,2.221,-35.819
720,00 08 53.66,-22 10 46.2,2.224,-22.18
721,00 08 55.31,-26 13 25.1,2.23,-26.224
722,00 08 56.56,+12 48 16.1,2.236,12.804
723,00 08 56.98,+66 27 23.9,2.237,66.457
724,00 08 59.22,-21 12 22.7,2.247,-21.206
725,00 08 59.52,+34 22 04.6,2.248,34.368
726,00 08 59.59,-39 44 13.6,2.248,-39.737
727,00 08 59.95,+49 51 29.2,2.25,49.858
728,00 09 00.16,+28 14 51.2,2.251,28.248
729,00 09 02.34,+18 12 43.3,2.26,18.212
730,00 09 02.35,-54 00 07.1,2.26,-54.002
∗731,00 09 02.75,+27 39 04.5,2.261,27.651
∗732,00 09 02.66,-35 05 30.7,2.261,-35.092
733,00 09 02.77,+09 50 59.9,2.262,9.85
734,00 09 02.85,-24 20 06.2,2.262,-24.335
735,00 09 03.17,+22 39 51.4,2.263,22.664
736,00 09 03.39,-59 16 50.1,2.264,-59.281
737,00 09 03.58,+40 50 35.8,2.265,40.843
738,00 09 03.90,-27 07 20.5,2.266,-27.122
739,00 09 03.92,-28 19 48.0,2.266,-28.33
740,00 09 04.30,+19 55 28.7,2.268,19.925
741,00 09 05.64,-36 39 02.2,2.273,-36.651
742,00 09 06.42,-50 36 27.9,2.277,-50.608
743,00 09 06.98,-50 00 49.1,2.279,-50.014
744,00 09 08.56,-50 10 00.4,2.286,-50.167
745,00 09 09.20,-38 17 22.1,2.288,-38.289
746,00 09 10.09,+59 09 00.8,2.292,59.15
747,00 09 10.17,+44 43 18.6,2.292,44.722
748,00 09 11.06,+21 03 33.7,2.296,21.059
749,00 09 11.48,-31 28 38.2,2.298,-31.477
750,00 09 11.60,+44 43 22.0,2.298,44.723
751,00 09 12.90,+42 15 15.8,2.304,42.254
752,00 09 12.98,-00 45 07.9,2.304,-0.752
753,00 09 14.68,+32 28 36.0,2.311,32.477
754,00 09 15.63,+25 16 56.3,2.315,25.282
755,00 09 16.58,+65 04 14.9,2.319,65.071
756,00 09 18.05,-37 22 58.5,2.325,-37.383
757,00 09 18.57,-59 03 37.3,2.327,-59.06
758,00 09 19.12,-41 53 11.1,2.33,-41.886
759,00 09 19.44,+17 32 03.3,2.331,17.534
760,00 09 19.83,+79 42 52.7,2.333,79.715
761,00 09 21.02,-27 59 16.5,2.338,-27.988
762,00 09 23.27,-41 02 39.1,2.347,-41.044
763,00 09 23.27,+58 39 57.2,2.347,58.666
764,00 09 23.88,+14 25 03.6,2.349,14.418
765,00 09 24.54,-45 44 49.2,2.352,-45.747
766,00 09 24.60,+00 04 19.5,2.353,0.072
767,00 09 27.57,+46 23 16.5,2.365,46.388
768,00 09 27.98,+19 06 56.5,2.367,19.116
769,00 09 28.02,+01 14 38.5,2.367,1.244
770,00 09 28.21,-12 02 06.7,2.368,-12.035
771,00 09 30.42,-10 11 15.2,2.377,-10.188
772,00 09 30.70,-34 06 38.8,2.378,-34.111
773,00 09 31.01,+19 33 33.2,2.379,19.559
774,00 09 32.22,-40 38 58.1,2.384,-40.649
775,00 09 34.09,-66 01 47.0,2.392,-66.03
776,00 09 34.93,-46 22 30.3,2.396,-46.375
777,00 09 35.22,-21 22 54.7,2.397,-21.382
778,00 09 36.29,-51 44 13.4,2.401,-51.737
779,00 09 36.36,+62 40 04.1,2.401,62.668
780,00 09 36.44,+26 40 55.4,2.402,26.682
781,00 09 36.53,+51 34 00.9,2.402,51.567
782,00 09 39.30,-56 11 30.4,2.414,-56.192
783,00 09 39.74,-32 04 44.1,2.416,-32.079
784,00 09 41.26,+57 15 34.5,2.422,57.26
785,00 09 41.33,-63 35 22.8,2.422,-63.59
786,00 09 41.61,-37 18 53.3,2.423,-37.315
787,00 09 43.57,-31 49 29.8,2.432,-31.825
788,00 09 43.71,-03 40 42.7,2.432,-3.679
789,00 09 46.32,+36 28 25.6,2.443,36.474
∗790,00 09 48.46,+19 22 52.7,2.452,19.381
∗791,00 09 48.45,-40 53 33.5,2.452,-40.893
792,00 09 48.66,-06 50 28.2,2.453,-6.841
793,00 09 49.97,+53 31 36.0,2.458,53.527
794,00 09 50.12,-33 47 19.3,2.459,-33.789
∗795,00 09 51.62,+08 27 11.5,2.465,8.453
∗796,00 09 51.40,+61 30 50.6,2.464,61.514
797,00 09 51.77,+11 24 58.6,2.466,11.416
798,00 09 52.10,-62 17 48.6,2.467,-62.297
∗799,00 09 52.46,+12 42 39.0,2.469,12.711
∗800,00 09 52.42,+51 25 22.9,2.468,51.423
801,00 09 52.91,-50 16 04.0,2.47,-50.268
802,00 09 54.99,+04 49 57.0,2.479,4.832
803,00 09 55.02,-02 33 40.4,2.479,-2.561
804,00 09 56.38,-78 35 25.9,2.485,-78.591
805,00 09 56.74,-44 39 59.4,2.486,-44.666
806,00 09 57.11,+04 09 58.0,2.488,4.166
807,00 09 57.47,+08 34 37.3,2.489,8.577
808,00 09 57.59,+43 26 18.3,2.49,43.438
809,00 09 58.09,-65 21 25.5,2.492,-65.357
810,00 09 59.07,-25 52 29.1,2.496,-25.875
811,00 10 00.52,-28 28 56.5,2.502,-28.482
812,00 10 01.64,+44 06 34.8,2.507,44.11
813,00 10 02.18,+11 08 44.9,2.509,11.146
814,00 10 02.27,-82 13 26.4,2.509,-82.224
815,00 10 02.64,-63 17 48.0,2.511,-63.297
∗816,00 10 03.20,-77 28 49.5,2.513,-77.48
∗817,00 10 03.18,+46 23 25.3,2.513,46.39
818,00 10 03.28,-08 58 27.1,2.514,-8.974
819,00 10 04.41,-79 00 06.6,2.518,-79.002
820,00 10 04.60,+86 01 23.0,2.519,86.023
821,00 10 04.76,+33 32 22.0,2.52,33.539
822,00 10 05.24,+84 09 07.1,2.522,84.152
823,00 10 05.26,+38 24 53.6,2.522,38.415
824,00 10 05.49,+25 11 52.4,2.523,25.198
825,00 10 06.66,+50 48 24.6,2.528,50.807
826,00 10 06.72,+47 18 24.6,2.528,47.307
827,00 10 06.74,-28 20 16.1,2.528,-28.338
828,00 10 07.27,+39 38 56.2,2.53,39.649
∗829,00 10 07.99,-78 18 02.4,2.533,-78.301
∗830,00 10 07.88,-15 10 37.3,2.533,-15.177
831,00 10 09.28,-49 08 35.9,2.539,-49.143
832,00 10 10.14,-33 16 51.4,2.542,-33.281
833,00 10 10.40,-19 59 00.8,2.543,-19.984
834,00 10 10.51,+64 38 48.2,2.544,64.647
835,00 10 13.03,+25 31 36.3,2.554,25.527
836,00 10 14.10,+60 01 33.8,2.559,60.026
837,00 10 16.28,+50 53 05.6,2.568,50.885
838,00 10 16.46,+52 15 18.5,2.569,52.255
839,00 10 17.90,-70 50 12.8,2.575,-70.837
840,00 10 18.85,-05 14 54.7,2.579,-5.249
841,00 10 19.24,+46 04 20.2,2.58,46.072
842,00 10 20.57,-22 46 09.1,2.586,-22.769
843,00 10 20.82,+18 39 01.3,2.587,18.65
844,00 10 21.33,-48 08 36.9,2.589,-48.144
845,00 10 22.77,-43 31 22.5,2.595,-43.523
846,00 10 22.97,-13 59 02.9,2.596,-13.984
847,00 10 23.03,-11 47 09.0,2.596,-11.786
848,00 10 24.20,+58 29 22.2,2.601,58.489
849,00 10 24.93,-06 02 22.9,2.604,-6.04
850,00 10 25.67,-30 28 44.6,2.607,-30.479
851,00 10 26.28,-14 27 08.0,2.61,-14.452
852,00 10 26.76,+28 39 10.5,2.611,28.653
853,00 10 27.44,-73 38 58.0,2.614,-73.649
854,00 10 28.43,+13 35 41.9,2.618,13.595
855,00 10 29.00,+51 54 44.6,2.621,51.912
856,00 10 29.61,+15 13 54.9,2.623,15.232
857,00 10 29.66,+57 09 55.8,2.624,57.166
858,00 10 32.42,+33 07 51.2,2.635,33.131
859,00 10 34.24,+52 19 00.3,2.643,52.317
860,00 10 34.65,+59 40 24.3,2.644,59.673
861,00 10 36.67,-41 07 06.9,2.653,-41.119
862,00 10 37.54,-49 16 53.0,2.656,-49.281
863,00 10 37.82,-63 38 03.5,2.658,-63.634
864,00 10 38.10,+16 50 38.7,2.659,16.844
865,00 10 38.31,-73 13 28.0,2.66,-73.224
866,00 10 38.75,+56 03 22.1,2.661,56.056
867,00 10 39.10,+12 49 13.0,2.663,12.82
868,00 10 39.27,+02 18 02.4,2.664,2.301
869,00 10 40.65,+13 13 22.8,2.669,13.223
870,00 10 40.73,+02 03 19.8,2.67,2.055
871,00 10 42.07,+54 53 29.4,2.675,54.892
872,00 10 42.46,-54 24 01.4,2.677,-54.4
873,00 10 42.75,-12 34 47.3,2.678,-12.58
874,00 10 45.14,+58 01 05.9,2.688,58.018
875,00 10 45.78,-38 46 07.9,2.691,-38.769
∗876,00 10 46.36,+58 46 10.3,2.693,58.77
∗877,00 10 46.35,+55 20 34.2,2.693,55.343
878,00 10 46.46,-21 56 00.9,2.694,-21.934
879,00 10 46.72,-73 30 26.7,2.695,-73.507
880,00 10 46.82,+37 28 25.9,2.695,37.474
881,00 10 46.84,-34 51 38.6,2.695,-34.861
882,00 10 47.19,+32 14 33.3,2.697,32.243
883,00 10 47.41,-57 29 10.6,2.698,-57.486
884,00 10 48.13,+51 10 40.3,2.701,51.178
885,00 10 48.33,+49 00 38.7,2.701,49.011
886,00 10 48.48,+30 41 08.4,2.702,30.686
887,00 10 53.48,-13 54 10.1,2.723,-13.903
888,00 10 53.99,-31 12 54.6,2.725,-31.215
889,00 10 55.92,+48 06 37.5,2.733,48.11
∗890,00 10 56.03,+64 57 47.5,2.733,64.963
∗891,00 10 55.99,-42 15 05.8,2.733,-42.252
892,00 10 56.91,-02 04 28.2,2.737,-2.075
893,00 10 57.96,-18 34 22.2,2.741,-18.573
894,00 10 58.14,+52 26 34.0,2.742,52.443
895,00 11 01.41,+29 33 01.9,2.756,29.551
896,00 11 03.66,+13 45 01.8,2.765,13.751
897,00 11 04.46,-05 47 02.4,2.769,-5.784
898,00 11 04.49,+05 12 31.3,2.769,5.209
899,00 11 04.49,-10 52 40.3,2.769,-10.878
900,00 11 05.64,+04 07 59.2,2.773,4.133
901,00 11 06.90,+26 20 16.7,2.779,26.338
902,00 11 07.90,+57 35 16.5,2.783,57.588
903,00 11 08.80,-87 24 51.3,2.787,-87.414
904,00 11 09.05,-07 22 34.3,2.788,-7.376
905,00 11 09.34,+49 32 48.0,2.789,49.547
906,00 11 09.63,-03 19 16.9,2.79,-3.321
907,00 11 14.32,+06 10 49.9,2.81,6.181
908,00 11 14.75,+10 38 09.7,2.811,10.636
909,00 11 15.68,+07 56 53.4,2.815,7.948
910,00 11 15.91,-15 28 02.4,2.816,-15.467
911,00 11 17.45,-20 43 31.1,2.823,-20.725
912,00 11 17.49,-29 38 25.9,2.823,-29.641
913,00 11 17.84,-40 22 21.7,2.824,-40.373
914,00 11 18.10,-32 48 01.5,2.825,-32.8
915,00 11 19.58,-32 24 14.0,2.832,-32.404
916,00 11 20.89,+58 20 59.5,2.837,58.35
917,00 11 21.74,+50 50 35.2,2.841,50.843
918,00 11 22.03,+74 29 04.5,2.842,74.485
919,00 11 22.30,+30 26 58.2,2.843,30.45
920,00 11 24.45,+23 49 05.3,2.852,23.818
921,00 11 24.45,-08 21 32.8,2.852,-8.359
922,00 11 29.29,-18 42 24.8,2.872,-18.707
923,00 11 29.42,+35 55 51.9,2.873,35.931
924,00 11 30.86,-49 37 45.2,2.879,-49.629
925,00 11 30.99,-01 07 24.0,2.879,-1.123
926,00 11 31.13,+40 23 56.3,2.88,40.399
927,00 11 31.43,-55 44 58.8,2.881,-55.75
928,00 11 31.54,-34 27 36.3,2.881,-34.46
929,00 11 32.78,-58 54 35.4,2.887,-58.91
930,00 11 34.42,-27 47 59.2,2.893,-27.8
931,00 11 35.12,-03 04 40.8,2.896,-3.078
932,00 11 35.30,-18 36 02.4,2.897,-18.601
933,00 11 35.59,+07 07 17.4,2.898,7.121
∗934,00 11 35.65,-57 28 20.6,2.899,-57.472
∗935,00 11 35.61,+33 40 49.1,2.898,33.68
936,00 11 35.68,-05 04 05.4,2.899,-5.068
937,00 11 36.38,-23 37 56.5,2.902,-23.632
938,00 11 36.73,-80 10 25.6,2.903,-80.174
939,00 11 36.80,-17 58 08.1,2.903,-17.969
940,00 11 37.15,+58 12 42.6,2.905,58.212
941,00 11 37.27,-72 16 31.7,2.905,-72.275
942,00 11 37.45,+63 26 35.3,2.906,63.443
943,00 11 37.47,+10 19 42.4,2.906,10.328
944,00 11 38.06,-49 39 21.2,2.909,-49.656
945,00 11 38.93,+55 57 41.4,2.912,55.962
946,00 11 39.79,+28 13 30.5,2.916,28.225
947,00 11 40.76,-09 42 10.0,2.92,-9.703
948,00 11 41.09,-39 13 46.7,2.921,-39.23
949,00 11 41.82,+54 20 07.9,2.924,54.336
950,00 11 43.89,-35 08 00.2,2.933,-35.133
951,00 11 44.75,+57 16 17.5,2.936,57.272
952,00 11 45.78,+27 30 36.9,2.941,27.51
953,00 11 47.15,-33 14 01.8,2.946,-33.234
954,00 11 47.55,+09 08 24.0,2.948,9.14
955,00 11 48.14,-17 33 27.7,2.951,-17.558
956,00 11 50.19,+28 25 23.7,2.959,28.423
957,00 11 50.43,+66 07 34.9,2.96,66.126
958,00 11 50.65,-54 12 35.4,2.961,-54.21
959,00 11 50.84,+50 59 21.4,2.962,50.989
960,00 11 50.86,-19 42 11.7,2.962,-19.703
961,00 11 51.02,-35 32 48.5,2.963,-35.547
962,00 11 53.94,-11 09 53.4,2.975,-11.165
963,00 11 54.72,-33 02 14.6,2.978,-33.037
964,00 11 54.77,-22 49 03.4,2.978,-22.818
965,00 11 55.37,-75 28 36.6,2.981,-75.477
966,00 11 56.13,-42 10 19.3,2.984,-42.172
967,00 11 59.03,+48 09 08.5,2.996,48.152
968,00 11 59.29,-00 13 46.9,2.997,-0.23
969,00 12 01.32,+23 28 18.3,3.006,23.472
970,00 12 01.39,-54 45 03.2,3.006,-54.751
971,00 12 01.46,+28 36 24.2,3.006,28.607
972,00 12 01.94,+48 40 48.2,3.008,48.68
973,00 12 03.02,-13 48 47.3,3.013,-13.813
974,00 12 03.84,+27 05 57.0,3.016,27.099
975,00 12 05.19,-58 31 29.3,3.022,-58.525
976,00 12 05.49,-07 05 19.2,3.023,-7.089
∗977,00 12 06.08,-07 42 07.2,3.025,-7.702
∗978,00 12 06.08,+39 02 20.1,3.025,39.039
∗979,00 12 06.07,-54 21 55.2,3.025,-54.365
980,00 12 06.84,+47 29 28.2,3.029,47.491
981,00 12 08.05,+53 37 26.1,3.034,53.624
982,00 12 08.74,+48 10 56.1,3.036,48.182
983,00 12 09.95,-17 56 17.6,3.041,-17.938
984,00 12 10.31,+46 46 29.7,3.043,46.775
985,00 12 12.92,-27 47 04.4,3.054,-27.785
986,00 12 13.85,+39 54 05.7,3.058,39.902
987,00 12 13.94,-15 09 52.5,3.058,-15.165
988,00 12 15.80,+43 49 05.6,3.066,43.818
989,00 12 15.86,+22 33 24.2,3.066,22.557
990,00 12 17.28,-50 42 01.1,3.072,-50.7
991,00 12 18.31,-40 38 44.1,3.076,-40.646
992,00 12 19.73,-57 30 21.3,3.082,-57.506
993,00 12 22.14,-08 42 35.2,3.092,-8.71
994,00 12 25.28,-61 36 20.7,3.105,-61.606
995,00 12 26.38,+45 57 34.6,3.11,45.96
996,00 12 28.20,+20 14 03.8,3.118,20.234
997,00 12 29.82,-56 24 48.0,3.124,-56.413
998,00 12 29.95,+32 12 14.1,3.125,32.204
999,00 12 30.12,+14 33 49.3,3.126,14.564
1000,00 12 30.13,-22 04 01.5,3.126,-22.067
1001,00 12 30.94,-32 19 15.0,3.129,-32.321
1002,00 12 31.96,-52 20 00.2,3.133,-52.333
1003,00 12 32.82,-30 51 33.4,3.137,-30.859
1004,00 12 32.95,+24 38 11.1,3.137,24.636
1005,00 12 33.15,-11 41 34.7,3.138,-11.693
1006,00 12 33.39,+21 42 50.9,3.139,21.714
∗1007,00 12 33.67,-88 21 46.4,3.14,-88.363
∗1008,00 12 33.63,+44 35 26.7,3.14,44.591
1009,00 12 34.08,+44 42 26.1,3.142,44.707
